hr,temp,gsr,mood
101.76962529708172,37.405715698274776,491.27280349298155,Stressed
96.4,35.28,532.6,Focused
80.9,34.02,365.7,Focused
54.9,31.18,147.7,Fatigued
75.4,33.67,254.7,Relaxed
66.4,32.99,179.9,Relaxed
104.6,35.62,572.7,Stressed
122.91612707227314,36.55894249039461,487.5904088898736,Stressed
56.98781628265177,30.540293042696096,207.97229394504166,Fatigued
84.35237744407878,33.784278008823925,499.8564048390947,Focused
86.9,34.63,411.7,Focused
59.8,31.58,164.3,Fatigued
99.8,35.88,572.0,Stressed
79.0,33.56,387.0,Stressed
102.84402136191882,35.99016361808109,638.1840945824305,Stressed
85.6,34.48,433.7,Focused
94.7,34.69,440.3,Focused
63.3,32.48,187.7,Fatigued
58.8,31.66,159.1,Fatigued
57.26823355655732,31.47114461637139,196.07971408833887,Fatigued
56.0,31.76,121.0,Fatigued
62.9,32.54,178.3,Relaxed
91.9,34.68,471.1,Stressed
97.4,35.75,537.7,Focused
70.1,33.49,235.0,Relaxed
105.7,36.08,603.8,Stressed
55.5,31.43,150.8,Fatigued
63.498792214797405,32.448918650094875,203.9819796385377,Relaxed
64.37940880110422,33.54240763649916,263.63479463394765,Relaxed
63.5,32.08,171.8,Fatigued
67.2,33.14,198.6,Relaxed
98.68234982052398,36.2019299576661,830.5422377120369,Stressed
106.1,36.38,642.5,Stressed
73.7,33.65,265.1,Relaxed
55.6,31.63,164.0,Fatigued
100.68334079410334,35.75004529621174,580.0479345375035,Stressed
99.6,35.57,582.9,Stressed
103.5,35.68,607.7,Stressed
99.2,34.98,540.2,Stressed
66.0,33.47,188.8,Relaxed
102.7,35.99,610.2,Stressed
98.0,35.62,533.4,Focused
107.0,35.86,596.6,Stressed
72.9,32.78,290.0,Fatigued
73.7,33.69,283.5,Relaxed
73.5478345494188,33.27623683560395,222.71799105129526,Relaxed
60.9,32.23,164.4,Fatigued
58.2,31.38,199.2,Fatigued
60.8,31.8,151.0,Fatigued
105.9,36.13,616.5,Stressed
95.7,35.27,510.7,Focused
81.3,33.96,410.4,Stressed
93.4,35.22,502.1,Focused
52.02264757463304,30.403519587355778,166.69180211248002,Fatigued
104.8,36.04,634.6,Stressed
74.65571497197107,34.70327553791398,312.50013054183773,Focused
96.1,34.64,497.4,Focused
56.34178867325913,31.737595063373128,131.34203462967153,Fatigued
95.0,34.73,495.6,Stressed
58.8,31.57,173.2,Fatigued
101.0,35.97,576.7,Stressed
81.2,33.28,410.0,Stressed
73.7,33.33,255.8,Relaxed
109.6,35.82,603.0,Stressed
86.7,33.98,355.9,Focused
64.9,33.01,187.1,Relaxed
62.6,32.88,176.2,Relaxed
85.2,34.61,442.2,Focused
87.4154911955957,34.50042100080408,453.92622072170826,Focused
84.7,34.16,409.7,Stressed
57.5,31.7,172.6,Fatigued
63.14128798363146,33.44653797907559,225.7443136482747,Relaxed
88.1,34.71,442.7,Focused
73.6,33.21,251.1,Relaxed
112.542582998369,36.99699679755576,565.9313801924975,Stressed
55.6,31.77,134.8,Fatigued
104.9,35.8,635.9,Stressed
76.9,33.98,323.4,Relaxed
63.5,33.06,184.7,Relaxed
89.4,35.07,456.8,Focused
62.2,32.62,174.2,Relaxed
77.3,34.05,304.5,Relaxed
81.4,33.96,337.0,Focused
83.3,34.06,386.8,Focused
89.21831847745737,34.347593890958024,468.2219912405485,Focused
55.57871672774218,30.751356113354326,172.2801150719356,Fatigued
101.3,35.51,546.2,Stressed
102.4,35.81,573.8,Stressed
97.5,35.63,531.5,Focused
60.8,32.14,185.8,Fatigued
63.4,32.21,206.1,Fatigued
92.1,34.73,477.8,Focused
83.0,34.63,390.6,Focused
62.2,31.73,168.3,Fatigued
52.2,31.64,152.1,Fatigued
75.1,33.13,320.3,Fatigued
96.2,35.16,546.5,Focused
63.7,32.87,189.9,Relaxed
74.0,32.85,327.8,Fatigued
87.4,34.69,435.7,Focused
61.4,32.22,179.3,Fatigued
87.3,35.0,448.8,Focused
73.48125556533462,33.90505772877075,316.94178913995967,Focused
58.3,31.59,149.1,Fatigued
68.7,32.39,286.3,Fatigued
79.1,33.45,368.0,Stressed
65.7,32.85,178.3,Relaxed
76.9,34.0,341.3,Focused
89.0,34.39,493.3,Stressed
66.4,33.04,204.9,Relaxed
65.2,32.73,175.1,Relaxed
58.9,31.7,168.2,Fatigued
94.0,35.64,529.6,Focused
54.25368545104174,31.292579611272366,182.28107699724154,Fatigued
58.5,31.49,156.5,Fatigued
83.3,34.41,405.2,Focused
103.9,36.18,610.2,Stressed
62.0,32.12,165.6,Fatigued
82.1,34.11,349.8,Focused
60.1,32.28,212.8,Fatigued
78.6,33.91,339.0,Focused
71.0,33.53,255.3,Relaxed
60.0,32.06,177.9,Fatigued
90.03277017946061,34.67624575889518,417.6545249130489,Focused
103.7,35.5,554.1,Stressed
72.3,33.47,270.8,Relaxed
106.5,36.34,610.9,Stressed
109.1,36.06,627.2,Stressed
97.8,35.65,551.6,Stressed
77.4,34.05,305.8,Relaxed
96.5,35.04,480.7,Focused
65.2,33.03,204.7,Relaxed
77.3,33.4,318.1,Stressed
70.6,33.48,257.0,Relaxed
99.9,35.46,514.3,Focused
88.5,34.09,440.1,Stressed
108.0,36.19,610.7,Stressed
99.3,35.49,571.0,Focused
58.4,31.33,186.5,Fatigued
80.7,34.28,351.2,Focused
84.2,34.1,416.2,Stressed
79.4,33.66,368.3,Stressed
105.9,35.99,582.9,Stressed
54.969935965317916,31.095930149178407,104.0211705867874,Fatigued
62.8,32.06,166.9,Fatigued
48.0176785667525,31.505683012052742,203.96734727480015,Fatigued
69.8,33.46,243.7,Relaxed
81.7,34.0,357.2,Focused
83.6,34.28,408.6,Focused
64.9,32.7,200.0,Fatigued
106.0,36.88,660.2,Stressed
64.3,32.46,171.1,Relaxed
87.8,34.88,409.4,Focused
88.4,34.63,399.3,Focused
95.0,34.96,481.4,Focused
77.9,33.72,261.3,Relaxed
122.39797366801704,37.000787141354785,641.5114249005253,Stressed
76.3,33.26,380.8,Stressed
84.25422016697158,34.41243765784845,437.2965119059447,Focused
79.2,34.54,351.8,Focused
77.3,33.52,297.6,Relaxed
101.1,35.94,576.4,Stressed
70.2,33.04,302.5,Fatigued
80.8,34.25,344.3,Focused
62.9,32.28,173.7,Fatigued
66.5,32.57,290.4,Fatigued
107.3,35.39,618.1,Stressed
66.73336108718732,32.875674617399206,148.62147102610456,Relaxed
87.9,34.62,445.7,Stressed
74.5,33.64,274.4,Relaxed
108.9,36.36,620.5,Stressed
106.9,36.02,585.6,Stressed
104.2,35.82,599.1,Stressed
69.5,32.95,223.1,Relaxed
59.4,31.72,209.5,Fatigued
77.9,33.41,351.7,Stressed
72.6,33.69,259.6,Relaxed
88.6,34.52,411.5,Stressed
82.5,33.96,392.3,Focused
68.72329291652206,32.87647022382729,215.88569973961773,Relaxed
89.5,34.89,466.6,Stressed
63.2,32.39,170.2,Fatigued
89.4,35.03,478.7,Focused
84.7,34.17,429.9,Stressed
78.7,34.17,345.6,Focused
69.4,33.32,200.3,Relaxed
56.9,32.07,198.6,Fatigued
80.0,34.27,370.5,Focused
81.6,33.89,381.8,Focused
93.1,34.92,500.6,Focused
88.8,34.09,434.6,Stressed
82.3,33.55,389.8,Stressed
75.77827427372902,34.574074907568594,405.8004912054942,Focused
69.2,32.61,295.8,Fatigued
98.96394321720194,35.99353495495933,522.6927411154226,Stressed
102.3,35.85,533.7,Stressed
84.8,34.56,406.5,Focused
85.6,34.94,446.7,Focused
87.8,34.65,440.8,Stressed
92.0,34.78,465.6,Focused
70.23711013905425,33.25717108184911,132.03209180910406,Relaxed
55.9,31.74,179.4,Fatigued
100.0,35.83,549.4,Focused
98.5,35.1,488.9,Stressed
81.7,34.07,377.3,Stressed
61.8,32.48,154.5,Fatigued
79.5,33.9,291.5,Relaxed
79.3,34.22,329.2,Focused
88.1,34.64,431.1,Focused
55.8,31.99,160.9,Fatigued
80.5,33.66,380.9,Stressed
62.0,31.91,185.0,Fatigued
99.4,35.41,528.3,Focused
57.932700895857636,32.98591548451348,221.69072129711304,Relaxed
71.0,33.36,255.3,Relaxed
84.9,34.51,435.0,Focused
54.8,31.29,153.5,Fatigued
79.2,34.07,338.2,Focused
105.1,36.61,629.6,Stressed
59.4,31.95,174.7,Fatigued
84.166832352311,34.13019259775423,334.5488898096992,Focused
104.7,36.01,635.7,Stressed
88.41535557240475,35.124776616715224,551.6700151204259,Focused
69.4,33.09,195.2,Relaxed
57.0,30.95,151.3,Fatigued
62.7,32.94,190.4,Relaxed
54.2,31.55,171.0,Fatigued
77.0,33.95,286.8,Relaxed
58.63680275020115,30.649617632519274,177.3839668404942,Fatigued
65.9,32.71,192.7,Relaxed
102.2,35.7,603.5,Stressed
68.2,33.42,187.5,Relaxed
67.58774265503881,32.940567858320584,207.2257541559119,Relaxed
94.1,34.9,479.6,Focused
98.1,35.8,551.7,Focused
56.6,31.23,177.1,Fatigued
120.09333206062526,35.947482189148424,445.42254302976534,Stressed
66.1,33.43,214.3,Relaxed
67.6,33.01,188.0,Relaxed
92.7,34.56,479.2,Focused
97.4,35.39,475.2,Focused
58.2,31.5,127.9,Fatigued
82.6,33.97,347.6,Focused
77.8,34.3,347.9,Focused
64.0,33.01,172.4,Relaxed
66.1,33.12,188.8,Relaxed
84.6,34.35,392.6,Focused
77.1,34.15,320.5,Focused
63.2,32.64,160.8,Relaxed
58.0,31.71,152.2,Fatigued
78.4,33.25,391.2,Stressed
58.9,32.4,195.9,Fatigued
95.2,35.08,516.8,Focused
58.3,31.92,170.5,Fatigued
105.3,36.26,624.8,Stressed
82.3,33.92,368.3,Focused
71.9,33.01,223.6,Relaxed
71.8,33.19,270.5,Relaxed
56.107263494752075,31.898135230963465,191.87146792874867,Fatigued
83.24148811215538,34.448353215426295,447.6857047151358,Focused
58.8,32.36,165.0,Fatigued
110.4,35.91,647.2,Stressed
98.4,35.05,505.4,Focused
93.1,34.77,461.7,Focused
97.8,35.72,536.1,Focused
100.2,35.94,543.2,Stressed
64.6,32.15,227.1,Fatigued
90.4,34.78,431.6,Focused
62.7,33.1,218.5,Relaxed
102.4,36.02,603.9,Stressed
89.2,34.82,491.4,Stressed
98.78617098136162,36.65810087164024,603.7690548242656,Stressed
105.0,35.57,556.9,Stressed
94.6,35.41,486.8,Focused
98.8,35.94,518.6,Focused
50.445455155760555,30.082879493105413,191.1158595847761,Fatigued
86.25573219495348,33.68038027563197,381.96860195747814,Focused
82.07714119935343,34.20637712230852,519.8860951123709,Focused
93.4,35.18,514.6,Stressed
81.4,33.93,333.3,Relaxed
66.8,32.98,191.2,Relaxed
84.14790643440686,33.74634670291014,324.25540985002783,Focused
107.8,36.2,624.2,Stressed
93.0,34.8,424.1,Focused
63.8,32.53,190.6,Relaxed
74.6,33.94,266.1,Relaxed
64.4,32.97,194.8,Relaxed
54.30615436189429,31.08776716581,167.03169804390765,Fatigued
65.6,32.56,158.0,Relaxed
82.0,34.35,422.6,Focused
56.10276620537003,31.525068139100647,117.4921359321696,Fatigued
75.3,33.84,343.2,Focused
88.1,35.15,467.8,Focused
104.0,35.66,572.6,Stressed
59.7,31.98,163.6,Fatigued
76.1,33.99,320.6,Relaxed
107.4,36.1,655.8,Stressed
76.7,33.91,329.5,Focused
67.43206904588804,31.16512072410502,107.42106493222644,Fatigued
92.0,35.39,468.3,Focused
110.7,35.97,650.8,Stressed
105.0,35.8,605.6,Stressed
46.38484781219415,31.613686698434883,202.05561552177488,Fatigued
110.6,36.31,637.3,Stressed
77.6,33.79,342.3,Focused
62.63921056554404,32.07682459788951,132.4693174443575,Fatigued
108.5,36.46,647.1,Stressed
102.1,35.6,536.9,Focused
56.4,31.65,158.5,Fatigued
91.77368913788663,34.808779471764254,387.79055538112425,Focused
46.62716049102903,31.159070614272014,72.07051742771509,Fatigued
74.83939328268892,33.61540916997149,362.9259676149923,Focused
76.12857851782131,33.759274146777464,344.21211961543656,Focused
77.9,33.72,331.0,Relaxed
56.8,31.93,149.1,Fatigued
99.4,35.71,559.0,Stressed
51.7,31.25,166.0,Fatigued
67.5,32.66,167.5,Relaxed
80.6,33.84,420.6,Stressed
92.1,34.99,519.2,Focused
60.2,31.95,177.0,Fatigued
81.3,33.32,365.3,Stressed
76.7,33.69,303.2,Relaxed
98.3,35.38,536.2,Focused
102.9,35.77,545.7,Stressed
89.3,35.01,469.2,Focused
68.24524974760853,32.39673744206863,194.24470708495295,Relaxed
77.0,33.46,333.1,Stressed
104.6,36.12,586.3,Stressed
59.3,32.08,172.1,Fatigued
76.5,33.99,313.0,Relaxed
97.4,35.17,524.6,Focused
107.1,36.22,645.2,Stressed
87.3,34.6,425.0,Focused
70.8,33.31,258.0,Relaxed
58.4,31.33,153.4,Fatigued
69.8,33.73,226.0,Relaxed
73.2,33.51,284.3,Relaxed
90.2,34.95,462.2,Focused
107.3,36.48,654.2,Stressed
105.2,35.98,610.0,Stressed
96.3,35.03,480.5,Focused
101.1,35.8,550.3,Stressed
92.6,34.92,449.1,Focused
61.2,32.16,170.3,Relaxed
62.0,31.97,157.7,Fatigued
111.7,36.12,651.1,Stressed
83.1,34.17,389.3,Focused
94.4,35.11,472.3,Focused
73.6,32.82,323.6,Fatigued
81.6,33.97,333.0,Focused
76.8,33.88,282.0,Relaxed
69.5,33.6,246.7,Relaxed
66.1,33.32,213.9,Relaxed
60.2,31.43,194.0,Fatigued
56.7,31.65,161.7,Fatigued
53.55352503625535,31.204404087319986,226.03029934707658,Fatigued
64.3,32.66,176.1,Fatigued
90.6,34.89,480.3,Focused
108.7,36.05,627.7,Stressed
72.5,32.97,334.1,Stressed
82.5,34.46,381.6,Focused
106.2,35.88,594.1,Stressed
77.5,33.68,298.1,Relaxed
69.4,33.14,249.1,Relaxed
76.9,33.99,314.6,Relaxed
58.40120206147246,30.335815973275317,158.56112309194435,Fatigued
62.364110814630266,30.982707559387354,103.56974089218767,Fatigued
89.8,34.42,459.8,Focused
70.31391782553811,32.7445506708627,117.18429062181326,Relaxed
87.0,34.61,376.8,Focused
82.26358925403095,34.637595130201966,436.8021782917403,Focused
84.0,34.63,390.1,Focused
111.16971804072071,37.228390002789915,607.9066717295965,Stressed
86.81007090628235,34.47910152727203,458.789846413339,Focused
60.3,31.73,174.9,Fatigued
119.77680555878777,36.70532383719044,709.9522509466598,Stressed
94.3,34.89,496.4,Stressed
102.9,35.67,581.0,Stressed
77.7,34.15,329.8,Focused
72.3,32.48,299.4,Fatigued
94.3,35.26,488.3,Focused
79.4,34.14,331.2,Focused
76.8,33.04,313.7,Relaxed
76.1,33.23,308.5,Stressed
94.9,34.69,495.4,Stressed
96.3,34.78,468.1,Focused
63.73830454338866,33.01883192809988,234.69294588176524,Relaxed
94.2,35.37,495.5,Focused
73.6,33.94,258.0,Relaxed
86.48029584560933,34.29265104426327,353.8552402979378,Focused
85.1,34.23,425.0,Focused
68.8,32.87,263.7,Fatigued
78.4,33.77,338.3,Focused
105.6,36.45,651.3,Stressed
103.2,35.3,568.1,Focused
61.9,32.25,194.7,Relaxed
72.3,33.77,277.5,Relaxed
71.1,33.34,225.3,Relaxed
57.88561481743666,31.2453497533062,132.88030883829614,Fatigued
79.94112372640645,33.502521124471656,380.7409604522504,Focused
55.7,31.34,154.1,Fatigued
62.441017128912854,32.41736494149892,183.62272548319302,Relaxed
103.6,35.68,609.4,Stressed
75.7,33.65,299.1,Relaxed
101.8,35.79,583.3,Stressed
80.5,34.0,401.3,Stressed
81.8,33.82,407.0,Stressed
58.9,32.33,185.1,Fatigued
65.1,32.85,168.5,Relaxed
71.1,33.38,255.4,Relaxed
106.3,36.0,588.7,Stressed
107.7,35.69,576.8,Stressed
94.3,35.17,522.5,Focused
73.50757845282342,33.526717332383996,166.47038918760632,Relaxed
64.8,32.76,185.5,Relaxed
91.8,35.07,528.2,Stressed
104.1,36.34,602.5,Stressed
95.6,35.58,546.9,Focused
95.4,35.38,436.3,Focused
78.0,33.18,374.7,Stressed
65.4329986133125,33.15695211758966,150.4076981574037,Relaxed
59.5,31.86,185.6,Fatigued
80.6,34.36,387.4,Focused
65.88633412398083,32.62067607946675,186.04374154917485,Relaxed
56.4,31.26,188.9,Fatigued
70.3,33.2,190.0,Relaxed
82.1,33.93,375.7,Focused
104.07730977925851,36.95753623115275,670.2554046710983,Stressed
55.3,31.86,222.2,Fatigued
97.9,35.45,488.7,Focused
90.3,35.21,460.1,Focused
80.9,33.39,362.4,Stressed
69.2,32.98,208.8,Relaxed
61.6,32.45,182.5,Fatigued
90.4,35.09,482.0,Focused
71.7,33.34,225.1,Relaxed
63.6,32.32,199.9,Relaxed
93.4,35.01,472.4,Focused
59.3,32.19,175.4,Fatigued
68.2,32.77,174.0,Relaxed
57.4,31.88,181.4,Fatigued
104.0,35.45,565.3,Stressed
68.5,32.74,210.7,Relaxed
62.5,31.71,196.9,Fatigued
105.6,35.7,592.2,Stressed
97.8,35.15,513.4,Focused
55.6,31.74,162.0,Fatigued
65.5,32.6,184.5,Relaxed
67.8,33.34,195.8,Relaxed
69.2,33.3,232.5,Relaxed
78.0964700484157,34.05988778470475,312.1341559538348,Focused
55.608090803138424,31.401452627759696,204.4972674167058,Fatigued
102.1,35.82,561.2,Focused
106.33139980168423,35.51900072603157,651.9390518816083,Stressed
67.1,32.8,211.6,Relaxed
68.9,32.9,204.7,Relaxed
104.1,35.98,601.2,Stressed
65.5,32.84,166.0,Relaxed
67.6,33.27,228.0,Relaxed
91.0,34.76,416.9,Focused
93.9,34.97,486.1,Focused
78.9,33.43,381.9,Stressed
87.1,34.86,408.8,Focused
75.3531954118137,34.6201148354422,363.5425162444473,Focused
81.7,34.44,355.7,Focused
61.3,32.73,190.7,Relaxed
62.4,32.29,170.5,Fatigued
72.5,33.2,325.9,Fatigued
74.11331870180452,32.82900681098793,122.24312932870595,Relaxed
59.1,32.07,187.9,Fatigued
65.7,31.99,274.0,Fatigued
81.3,34.63,380.4,Focused
56.0,31.72,176.4,Fatigued
77.9,33.76,387.4,Stressed
67.4,32.73,203.2,Relaxed
84.1,34.29,376.3,Focused
79.6,34.07,308.3,Focused
70.4,32.28,296.2,Fatigued
108.26050482337438,36.638259973355964,664.2500706924048,Stressed
79.6,34.18,344.3,Focused
98.1,35.17,489.6,Focused
73.1,33.63,268.1,Relaxed
76.4,33.46,298.6,Relaxed
86.5,34.82,429.5,Focused
63.2,32.17,200.8,Fatigued
61.6,32.14,224.5,Fatigued
68.64970615246405,33.151513187121104,182.57489215297613,Relaxed
81.32108103304884,35.12162575002281,421.7236696344637,Focused
65.33451604296096,32.68784008215223,204.28052012617064,Relaxed
71.8,33.68,249.6,Relaxed
51.17593735349838,31.50922201042522,166.9249674379059,Fatigued
77.3,34.22,326.5,Focused
91.3,34.73,476.4,Stressed
57.1,31.61,165.4,Fatigued
69.0,33.15,229.3,Relaxed
61.4,32.61,183.6,Fatigued
85.07975576366361,35.103130263636295,321.2065872479823,Focused
88.0790110555071,34.85212124775087,482.2383076944416,Focused
59.5,31.37,183.9,Fatigued
56.7,31.61,160.1,Fatigued
69.5,33.0,189.2,Relaxed
83.4,34.41,354.8,Focused
55.6,31.95,151.8,Fatigued
92.6,34.94,458.7,Focused
83.3,33.83,346.1,Focused
113.16291012819104,35.40029530035992,875.8298652127512,Stressed
59.0,31.07,162.2,Fatigued
104.8,36.26,586.9,Stressed
81.8,34.18,366.4,Focused
85.1,34.71,393.9,Focused
92.7,35.26,492.8,Focused
68.5,32.93,209.9,Relaxed
121.36756955608497,36.487799766313174,776.2860152732504,Stressed
61.8,32.09,203.8,Fatigued
75.7,33.51,249.5,Relaxed
67.0,33.38,192.8,Relaxed
103.05370253850488,34.875885535546104,732.658714296206,Stressed
87.0,34.81,446.6,Focused
70.5,32.53,269.1,Fatigued
73.5,33.85,317.8,Focused
58.7,32.31,177.1,Fatigued
87.8,34.98,436.5,Focused
109.6,36.07,607.9,Stressed
83.7,34.39,418.6,Focused
87.0,34.33,363.8,Focused
66.1,32.53,177.9,Relaxed
60.86752628514268,33.45521601149645,137.7711069107464,Relaxed
59.8,31.92,158.2,Fatigued
60.94087875505475,33.238922796594935,286.48353302135155,Relaxed
61.9,32.07,166.1,Fatigued
63.4,32.51,213.5,Relaxed
54.1,31.89,154.1,Fatigued
50.680315055982796,31.29554590104277,167.46861140653107,Fatigued
81.0,33.45,310.3,Relaxed
66.6,32.23,232.6,Fatigued
61.8,31.85,230.1,Fatigued
99.5,35.93,554.8,Stressed
75.7,33.43,267.8,Relaxed
105.6,35.96,640.0,Stressed
61.6,32.64,178.5,Relaxed
74.3,33.89,256.4,Relaxed
80.150019618952,33.97417892461187,300.8022464500727,Focused
77.7,34.27,319.5,Focused
81.6,33.7,359.7,Stressed
62.9,32.8,197.5,Relaxed
75.57166039146266,34.20645165040656,436.4477457436628,Focused
86.8,34.5,381.5,Focused
67.5,33.53,213.4,Relaxed
79.9,34.17,379.3,Focused
106.6,36.31,609.8,Stressed
78.5,33.57,280.1,Relaxed
73.2,33.05,322.9,Fatigued
72.0,33.73,206.3,Relaxed
108.1,36.45,625.9,Stressed
102.3,35.29,559.5,Stressed
60.4,32.37,177.0,Fatigued
79.6,33.36,362.2,Stressed
107.8,36.26,673.8,Stressed
94.1,35.5,509.2,Focused
102.2,35.59,573.8,Stressed
77.3,33.22,262.4,Relaxed
84.8,33.86,374.3,Focused
87.9,34.66,422.3,Focused
57.9,31.69,133.2,Fatigued
80.4,34.03,331.7,Focused
104.3,36.33,653.4,Stressed
50.93317832467698,31.852229687121284,95.54545424101397,Fatigued
80.59519941057107,34.337455919713406,306.9822924732513,Focused
109.5,36.17,622.5,Stressed
106.2,35.68,595.8,Stressed
92.8,35.02,484.6,Focused
105.3,36.29,595.8,Stressed
72.2,33.45,275.5,Relaxed
73.8,33.5,283.6,Relaxed
63.0,31.93,248.5,Fatigued
59.1,31.65,171.8,Fatigued
62.6,32.16,171.7,Fatigued
63.5,32.76,180.0,Relaxed
82.54550895270673,34.49161462532297,408.47656316235157,Focused
61.9,32.98,177.0,Relaxed
113.9,36.4,646.8,Stressed
63.368731339053475,33.376014011210685,246.3365882752566,Relaxed
73.9,33.58,280.5,Relaxed
64.6,32.21,193.4,Fatigued
106.6,35.75,603.8,Stressed
72.2,33.75,274.1,Relaxed
59.8,32.31,186.6,Fatigued
114.08682473066985,35.86291352354981,726.5772802183646,Stressed
81.7,34.42,377.7,Focused
52.8,31.95,138.8,Fatigued
74.5,33.98,271.5,Relaxed
61.0,31.88,184.7,Fatigued
55.5,31.09,172.2,Fatigued
97.4,34.96,526.4,Focused
68.1,33.26,187.9,Relaxed
121.83845850823249,36.592536856916105,630.7112874833459,Stressed
56.3,31.5,163.8,Fatigued
83.3,34.19,425.0,Stressed
86.1,34.55,396.1,Focused
56.922299278567635,33.59934101362577,191.20767765801213,Relaxed
89.98821942921259,34.7733206007192,431.4039839778961,Focused
57.6,31.82,170.8,Fatigued
70.04734644166082,33.61939243724101,136.97825562554416,Relaxed
74.0,33.33,280.6,Relaxed
77.62551274176407,34.04831699976592,465.57164536749855,Focused
106.7,35.97,659.9,Stressed
71.4,33.38,235.5,Relaxed
76.5,33.8,280.3,Relaxed
80.6,33.67,374.9,Stressed
87.1,34.53,447.2,Stressed
69.2,33.09,208.4,Relaxed
75.4,33.74,367.3,Focused
59.16844904588286,32.902967423443854,252.46453470541366,Relaxed
86.8,34.85,439.1,Focused
80.1,33.71,314.4,Focused
51.310970601606144,30.784483690375986,197.3971365575637,Fatigued
98.1,35.64,530.2,Focused
72.4,32.9,270.0,Fatigued
55.2,31.89,155.5,Fatigued
76.3,33.84,347.4,Focused
84.65420732568978,34.33761461210021,332.4474824806312,Focused
62.06636677692415,33.519650374988004,184.07609497074185,Relaxed
80.9,33.9,330.9,Focused
55.873260874017525,32.91964580992105,171.04440140711168,Fatigued
84.2,33.99,435.2,Stressed
107.3,36.17,646.7,Stressed
88.4,34.68,392.7,Focused
75.0,33.21,263.6,Relaxed
94.9,34.6,519.3,Stressed
76.6,33.14,359.4,Stressed
78.0,33.92,328.1,Focused
46.342020834358074,31.42135507207523,156.3432856708061,Fatigued
98.0,35.24,521.6,Focused
95.5,34.87,475.8,Focused
129.76300774885243,36.22850280984261,613.8926459029516,Stressed
80.2,34.24,373.7,Focused
78.89005346928542,34.05927299371693,468.493786394814,Focused
62.9,32.66,196.8,Relaxed
90.3,34.47,479.3,Stressed
88.4,35.05,456.0,Focused
72.0,33.28,233.8,Relaxed
64.13271920286523,32.86024699145831,209.28152320521613,Relaxed
73.75982716765516,33.193686503018895,146.27852664285862,Relaxed
90.8,35.47,459.9,Focused
75.5,33.63,255.7,Relaxed
76.0,33.29,324.8,Stressed
101.3,35.62,531.3,Focused
75.4,33.81,292.7,Relaxed
84.1,34.38,353.7,Focused
58.3,31.61,126.2,Fatigued
107.75001741329521,37.71261548954757,635.568449987768,Stressed
86.7,34.31,458.7,Stressed
60.1,32.03,155.9,Fatigued
97.4,35.33,503.4,Focused
74.4,33.18,210.7,Relaxed
60.8,31.83,230.2,Fatigued
79.4,33.22,362.9,Stressed
90.9,35.08,451.0,Focused
63.9,32.55,190.6,Fatigued
72.8,33.4,264.9,Relaxed
93.8,35.07,494.5,Stressed
81.8,34.13,363.0,Focused
96.3,35.54,503.7,Focused
68.1,32.56,180.7,Relaxed
64.0,33.45,181.0,Relaxed
125.5452193979031,37.91504727393763,517.247844985704,Stressed
64.7,32.29,255.9,Fatigued
78.4,34.15,349.1,Focused
63.2,32.21,176.9,Fatigued
85.4,34.17,355.4,Focused
53.316353041459465,32.26617928197918,152.92442526486852,Fatigued
63.3,32.05,234.0,Fatigued
63.2,32.97,184.2,Relaxed
80.11162354816678,34.32174090132382,463.22664796743396,Focused
70.32670763878457,32.93049353604344,220.40986512490588,Relaxed
65.324238785684,33.24298501089334,178.57952712614193,Relaxed
73.8,33.15,318.6,Fatigued
61.8,32.46,172.7,Relaxed
109.0,36.55,642.3,Stressed
57.7,31.99,156.3,Fatigued
81.7,33.83,375.4,Stressed
98.9,35.3,533.5,Focused
76.3,33.58,280.4,Relaxed
105.9,36.07,628.6,Stressed
84.84982887619154,34.24579168093892,432.73903350004366,Focused
93.0,35.03,511.7,Stressed
70.8,33.09,228.7,Relaxed
93.0,35.35,515.4,Focused
93.9,34.96,532.4,Stressed
70.2,33.13,210.9,Relaxed
58.5,31.87,174.9,Fatigued
88.5,34.56,450.1,Focused
74.8,33.6,294.6,Relaxed
103.9,36.05,611.0,Stressed
95.0,35.21,544.3,Stressed
102.7,35.82,580.3,Stressed
61.9,32.58,177.8,Relaxed
58.5,31.58,166.1,Fatigued
80.0,34.28,300.6,Focused
106.4,35.83,604.2,Stressed
77.3,33.57,315.9,Focused
69.5,33.11,197.4,Relaxed
68.3,33.69,230.5,Relaxed
103.9,35.77,603.1,Stressed
110.4,36.37,636.9,Stressed
92.56285720487612,35.83368370068885,654.0671569981856,Stressed
65.7,31.95,243.5,Fatigued
72.9,33.62,284.6,Relaxed
59.6,31.89,164.5,Fatigued
59.1,31.64,172.2,Fatigued
65.4,33.04,175.8,Relaxed
103.1,35.99,618.2,Stressed
68.2,33.21,219.9,Relaxed
61.8,32.49,161.0,Relaxed
84.7,34.71,421.2,Focused
95.9,34.99,480.0,Stressed
103.5,36.13,554.6,Stressed
83.2,34.28,365.2,Focused
91.6,34.21,468.0,Stressed
59.5,32.0,161.8,Fatigued
64.8,32.36,181.9,Relaxed
116.22531988895504,36.85934225332314,562.1463222867045,Stressed
100.4,35.12,561.7,Stressed
92.5,34.96,496.2,Focused
76.8,33.68,296.3,Relaxed
71.53596334174533,33.11209207847786,206.56331299399568,Relaxed
68.2,33.23,199.1,Relaxed
66.9,32.74,186.6,Relaxed
85.9,34.05,405.6,Stressed
